Hour,Players,LFMs
0,275.61,8.59
1,211.11,6.69
2,162.15,5.40
3,130.62,4.56
4,116.43,4.68
5,109.33,4.64
6,108.32,4.33
7,118.64,4.40
8,139.69,4.86
9,155.98,5.62
10,186.11,6.66
11,223.86,8.01
12,262.22,9.26
13,292.73,9.72
14,320.96,9.90
15,337.56,10.23
16,345.59,10.61
17,351.40,11.24
18,360.65,11.02
19,388.54,11.30
20,418.39,11.75
21,423.01,11.98
22,393.55,11.13
23,341.08,10.18
