Level,Percent
1,0.0445
2,0.04341
3,0.0411
4,0.04078
5,0.0376
6,0.0217
7,0.02072
8,0.01874
9,0.03058
10,0.04428
11,0.01118
12,0.01951
13,0.02927
14,0.03058
15,0.06621
16,0.06248
17,0.01337
18,0.01096
19,0.01315
20,0.01787
21,0.06084
22,0.0262
23,0.01951
24,0.03836
25,0.00888
26,0.0068
27,0.01293
28,0.00066
29,0.00274
30,0.20509
