Class,Percent
Alchemist,0.03578
Artificer,0.06495
Barbarian,0.06594
Bard,0.05759
Cleric,0.07205
Druid,0.03802
Favored Soul,0.03802
Fighter,0.08589
Monk,0.0445
Paladin,0.08938
Ranger,0.07891
Rogue,0.10633
Sorcerer,0.05921
Warlock,0.07604
Wizard,0.08738
