Level,Percent
1,0.04276
2,0.02144
3,0.02231
4,0.05335
5,0.03241
6,0.02693
7,0.07417
8,0.03079
9,0.03104
10,0.0374
11,0.02481
12,0.0258
13,0.02493
14,0.02655
15,0.08589
16,0.03441
17,0.0273
18,0.03441
19,0.01359
20,0.04064
21,0.02069
22,0.01546
23,0.01783
24,0.01483
25,0.01421
26,0.01172
27,0.01097
28,0.01284
29,0.01346
30,0.15707
