Alchemist,Artificer,Barbarian,Bard,Cleric,Druid,Favored Soul,Fighter,Monk,Paladin,Ranger,Rogue,Sorcerer,Warlock,Wizard
0.047710.066030.058770.056240.064450.036650.043920.073930.044870.082150.07520.095730.071090.085310.09163
