Hour,Players,LFMs
0,246.62,8.04
1,192.42,6.63
2,152.35,5.54
3,128.52,4.78
4,119.50,4.67
5,118.39,4.78
6,123.79,4.87
7,136.49,5.10
8,150.73,5.56
9,178.28,6.52
10,215.76,7.86
11,250.22,9.00
12,280.45,9.88
13,310.42,10.35
14,335.29,10.69
15,351.43,11.24
16,360.24,11.46
17,366.05,11.36
18,387.91,11.49
19,419.17,11.88
20,437.83,12.31
21,425.90,12.09
22,379.13,11.12
23,314.15,9.66
