Hour,Players,LFMs
0,267.80,8.63
1,203.69,7.06
2,156.53,5.30
3,124.86,4.80
4,112.27,4.93
5,105.95,4.69
6,106.89,3.97
7,110.81,3.75
8,137.10,5.02
9,151.49,5.62
10,163.10,7.29
11,216.27,8.43
12,252.83,10.05
13,279.55,9.79
14,310.99,9.46
15,324.45,8.33
16,328.09,9.67
17,334.75,10.60
18,356.44,10.81
19,392.27,10.38
20,434.31,10.89
21,437.93,11.88
22,392.69,12.04
23,337.13,10.08
