Level,Percent
1,0.05621
2,0.02085
3,0.02105
4,0.06378
5,0.03414
6,0.02494
7,0.08974
8,0.03209
9,0.03414
10,0.04068
11,0.02841
12,0.02412
13,0.02371
14,0.02249
15,0.10609
16,0.03128
17,0.02494
18,0.0323
19,0.01145
20,0.04599
21,0.0184
22,0.0141
23,0.01635
24,0.01267
25,0.01186
26,0.00797
27,0.00859
28,0.01043
29,0.00818
30,0.12306
