Hour,Players,LFMs
0,228.43,8.22
1,181.19,7.04
2,144.34,6.55
3,122.66,6.11
4,114.15,5.71
5,111.87,5.67
6,115.10,5.81
7,131.79,5.92
8,144.66,6.15
9,170.22,7.00
10,205.24,8.62
11,240.38,10.13
12,278.26,11.11
13,309.78,12.21
14,340.25,12.11
15,359.49,12.55
16,370.64,12.49
17,374.69,12.38
18,387.17,12.15
19,410.07,13.02
20,430.28,12.93
21,419.63,12.97
22,369.09,11.96
23,300.90,10.37
