Class,Percent
Alchemist,0.04683
Artificer,0.05794
Barbarian,0.05952
Bard,0.0619
Cleric,0.05635
Druid,0.03254
Favored Soul,0.06984
Fighter,0.04841
Monk,0.05635
Paladin,0.08968
Ranger,0.07619
Rogue,0.1119
Sorcerer,0.05952
Warlock,0.09127
Wizard,0.08175
