Level,Percent
1,0.0441
2,0.01639
3,0.02168
4,0.05026
5,0.02772
6,0.0207
7,0.06295
8,0.02747
9,0.02883
10,0.03474
11,0.0255
12,0.03129
13,0.02131
14,0.01885
15,0.09351
16,0.03425
17,0.02772
18,0.03363
19,0.01454
20,0.04645
21,0.02193
22,0.01823
23,0.01725
24,0.01577
25,0.01762
26,0.01183
27,0.01072
28,0.01404
29,0.01626
30,0.17445
