Level,Percent
1,0.05788
2,0.01509
3,0.01964
4,0.05994
5,0.02749
6,0.0184
7,0.08123
8,0.02687
9,0.02976
10,0.037
11,0.02625
12,0.03183
13,0.02046
14,0.0217
15,0.1236
16,0.03348
17,0.02542
18,0.0279
19,0.01344
20,0.05395
21,0.02067
22,0.01695
23,0.01261
24,0.01364
25,0.01468
26,0.00868
27,0.00909
28,0.00992
29,0.00992
30,0.13249
