Hour,Players,LFMs
0,240.09,10.16
1,204.80,9.01
2,183.14,8.59
3,175.02,7.95
4,183.24,8.27
5,194.40,8.23
6,215.41,8.72
7,245.52,9.66
8,256.02,10.06
9,284.82,10.81
10,330.14,11.84
11,376.46,13.74
12,401.25,14.37
13,428.04,14.48
14,463.55,15.60
15,481.96,15.99
16,461.54,15.64
17,424.77,15.36
18,410.53,14.62
19,427.26,14.85
20,442.29,14.70
21,415.68,14.25
22,361.85,13.20
23,293.52,11.82
