Class,Percent
Alchemist,0.05226
Artificer,0.05438
Barbarian,0.06073
Bard,0.07133
Cleric,0.07133
Druid,0.04096
Favored Soul,0.05579
Fighter,0.0565
Monk,0.05226
Paladin,0.09534
Ranger,0.06285
Rogue,0.10099
Sorcerer,0.0572
Warlock,0.08333
Wizard,0.08475
