Class,Percent
Alchemist,0.03437
Artificer,0.06419
Barbarian,0.07072
Bard,0.06998
Cleric,0.07072
Druid,0.03905
Favored Soul,0.0409
Fighter,0.08784
Monk,0.04509
Paladin,0.09314
Ranger,0.07712
Rogue,0.09055
Sorcerer,0.06271
Warlock,0.06702
Wizard,0.08661
