Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.12006,0.01766,0.03955,0.03955,0.03955,0.07203,0.05579,0.04308,0.05438,0.04308,0.01554,0.03319,0.17797,0.05438,0.00565,0.02966,0.01059,0.02048,0.0459,0.01977,0.04732,0.01483
