Hour,Players,LFMs
0,304.39,11.52
1,246.71,10.11
2,205.52,9.14
3,181.75,8.65
4,176.19,8.58
5,179.79,8.69
6,195.61,9.12
7,217.15,9.62
8,232.03,9.83
9,261.15,10.81
10,306.40,12.43
11,352.51,14.00
12,390.32,15.20
13,430.93,16.28
14,463.11,16.94
15,480.96,16.95
16,484.31,16.79
17,472.06,16.50
18,472.85,16.02
19,493.44,15.61
20,514.72,15.49
21,498.81,14.92
22,444.21,14.14
23,371.00,12.92
