Level,Percent
1,0.06142
2,0.02489
3,0.02999
4,0.05488
5,0.03143
6,0.02888
7,0.0887
8,0.03478
9,0.02967
10,0.03382
11,0.0276
12,0.02856
13,0.02425
14,0.02329
15,0.09604
16,0.02648
17,0.02473
18,0.02632
19,0.00941
20,0.05552
21,0.02234
22,0.01563
23,0.0142
24,0.01372
25,0.015
26,0.01181
27,0.00846
28,0.00925
29,0.00893
30,0.11997
