Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.05008,0.01855,0.04479,0.02454,0.0315,0.08837,0.06192,0.064,0.02631,0.03188,0.03437,0.05067,0.24689,0.03614,0.00644,0.02869,0.00883,0.02824,0.02714,0.0163,0.06441,0.00993
