Level,Percent
1,0.03588
2,0.0349
3,0.04223
4,0.04198
5,0.03075
6,0.0288
7,0.04467
8,0.03612
9,0.03539
10,0.03197
11,0.0266
12,0.02929
13,0.02319
14,0.0227
15,0.04345
16,0.03051
17,0.02294
18,0.03661
19,0.01147
20,0.03881
21,0.02124
22,0.0205
23,0.01879
24,0.01538
25,0.01587
26,0.01806
27,0.01025
28,0.01635
29,0.02026
30,0.19502
