Class,Percent
Alchemist,0.03029
Artificer,0.06474
Barbarian,0.07004
Bard,0.0631
Cleric,0.07525
Druid,0.03975
Favored Soul,0.03618
Fighter,0.07718
Monk,0.04361
Paladin,0.08818
Ranger,0.07959
Rogue,0.09928
Sorcerer,0.06242
Warlock,0.07535
Wizard,0.09503
