Level,Percent
1,0.0883
2,0.06788
3,0.05684
4,0.03863
5,0.03856
6,0.0382
7,0.03125
8,0.02989
9,0.02473
10,0.02802
11,0.02236
12,0.01756
13,0.01204
14,0.02681
15,0.04731
16,0.04186
17,0.01369
18,0.0114
19,0.01118
20,0.01541
21,0.0577
22,0.0281
23,0.0281
24,0.03032
25,0.01584
26,0.00867
27,0.01469
28,0.00022
29,0.00401
30,0.15044
