Hour,Players,LFMs
0,208.68,8.28
1,167.42,7.14
2,134.82,5.82
3,116.34,5.49
4,115.69,5.96
5,125.93,6.64
6,136.48,7.05
7,151.86,7.75
8,162.60,7.76
9,187.83,8.42
10,216.50,9.32
11,246.38,10.22
12,286.45,11.99
13,312.66,12.54
14,334.87,12.60
15,347.57,12.86
16,344.16,13.03
17,329.34,12.95
18,328.49,12.35
19,345.05,11.79
20,362.33,11.75
21,356.67,11.68
22,317.78,10.66
23,263.74,9.55
