Level,Percent
1,0.05133
2,0.02885
3,0.03483
4,0.04978
5,0.03116
6,0.02885
7,0.0713
8,0.03531
9,0.03193
10,0.03309
11,0.02721
12,0.02885
13,0.02383
14,0.02306
15,0.07525
16,0.02808
17,0.02402
18,0.03039
19,0.01023
20,0.04891
21,0.0219
22,0.01756
23,0.01602
24,0.01438
25,0.01534
26,0.01428
27,0.00917
28,0.01206
29,0.01341
30,0.14964
