Alchemist,Artificer,Barbarian,Bard,Cleric,Druid,Favored Soul,Fighter,Monk,Paladin,Ranger,Rogue,Sorcerer,Warlock,Wizard
0.027850.057320.065650.048170.077640.031710.027850.074390.034960.110770.096540.109150.065450.066870.10386
