Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.05361,0.01579,0.03941,0.02329,0.03638,0.08615,0.06733,0.06557,0.02808,0.05648,0.03063,0.03526,0.24346,0.03334,0.00654,0.02569,0.00718,0.02776,0.03302,0.01787,0.05552,0.01165
