Hour,Players,LFMs
0,339.34,13.33
1,270.66,11.65
2,223.99,10.20
3,200.09,9.20
4,200.99,9.26
5,208.21,9.36
6,228.66,10.00
7,264.27,10.24
8,281.65,10.90
9,325.19,12.53
10,380.02,14.92
11,434.81,16.43
12,469.62,17.20
13,515.71,18.78
14,551.49,19.10
15,578.17,19.27
16,578.40,19.20
17,552.61,19.21
18,549.57,19.78
19,576.76,19.14
20,599.84,18.55
21,574.89,18.65
22,504.27,17.74
23,418.10,15.68
