Hour,Players,LFMs
0,2100.08,81.52
1,1694.32,71.67
2,1411.95,64.94
3,1267.99,59.01
4,1253.01,59.21
5,1315.14,60.06
6,1460.43,65.24
7,1686.56,71.86
8,1790.57,72.97
9,2053.59,79.64
10,2381.85,91.98
11,2683.85,103.11
12,2868.63,107.28
13,3108.79,111.25
14,3374.30,116.28
15,3548.32,121.19
16,3516.63,121.39
17,3406.87,118.06
18,3469.54,117.92
19,3667.91,118.98
20,3769.00,116.94
21,3595.60,114.53
22,3162.08,106.73
23,2614.71,94.91
