Hour,Players,LFMs
0,1644.21,72.68
1,1337.10,62.97
2,1104.77,56.07
3,976.27,53.15
4,953.84,52.48
5,999.35,54.29
6,1089.07,59.01
7,1233.78,64.83
8,1324.16,65.01
9,1500.16,69.92
10,1731.24,77.46
11,1945.88,87.49
12,2217.89,97.48
13,2412.75,102.05
14,2604.24,104.16
15,2737.94,108.77
16,2770.69,109.08
17,2735.15,107.44
18,2758.61,105.80
19,2883.02,106.49
20,2974.29,105.23
21,2867.46,102.67
22,2540.74,96.43
23,2099.44,85.35
