Hour,Players,LFMs
0,1911.89,68.21
1,1513.91,57.36
2,1219.75,48.44
3,1031.32,44.16
4,952.16,43.41
5,957.33,44.17
6,1026.29,46.37
7,1152.76,49.64
8,1300.66,54.51
9,1356.99,55.42
10,1538.69,59.92
11,1785.03,67.84
12,2063.02,76.08
13,2274.62,79.96
14,2480.52,85.91
15,2638.85,89.61
16,2698.96,89.59
17,2657.54,89.57
18,2618.25,87.30
19,2704.92,88.62
20,2893.41,89.11
21,2933.81,87.91
22,2715.14,84.18
23,2339.02,78.11
