Hour,Players,LFMs
0,1882.70,66.74
1,1486.22,54.61
2,1191.08,44.40
3,995.36,42.59
4,923.64,41.27
5,936.50,41.71
6,1012.91,44.43
7,1123.48,49.92
8,1276.68,55.83
9,1344.41,56.79
10,1439.48,57.29
11,1864.26,72.03
12,2085.56,78.42
13,2243.47,81.07
14,2432.08,84.28
15,2599.39,86.98
16,2670.70,89.81
17,2644.77,87.86
18,2629.70,87.18
19,2738.74,89.43
20,2962.77,88.60
21,3020.56,89.68
22,2765.43,85.58
23,2349.56,77.87
