Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.28916,0.04217,0.04819,0.0241,0.07831,0.0241,0.05422,0.00602,0.06024,0.00602,0.01807,0.00602,0.12048,0.03012,0.00602,0,0.00602,0.00602,0.07229,0.03012,0.05422,0.01807
