Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.11739,0.01522,0.03193,0.02082,0.06289,0.05171,0.06551,0.03264,0.05899,0.01717,0.02331,0.03829,0.19089,0.01514,0.00936,0.01588,0.01648,0.01004,0.06409,0.02863,0.09307,0.02054
