Level,Percent
1,0.09117
2,0.07669
3,0.06321
4,0.03761
5,0.05863
6,0.04169
7,0.03328
8,0.04008
9,0.02598
10,0.04045
11,0.03328
12,0.02152
13,0.0146
14,0.02301
15,0.02994
16,0.01942
17,0.01608
18,0.00594
19,0.00854
20,0.01497
21,0.07113
22,0.02264
23,0.02746
24,0.02078
25,0.0115
26,0.00161
27,0.02264
28,0.00161
29,0.00458
30,0.11999
