Class,Percent
Alchemist,0.04908
Artificer,0.06745
Barbarian,0.06113
Bard,0.04577
Cleric,0.06534
Druid,0.04065
Favored Soul,0.04667
Fighter,0.07106
Monk,0.04005
Paladin,0.09816
Ranger,0.08552
Rogue,0.09756
Sorcerer,0.05781
Warlock,0.07498
Wizard,0.09877
