Level,Percent
1,0.06667
2,0.0297
3,0.02692
4,0.07158
5,0.03397
6,0.02735
7,0.09915
8,0.04274
9,0.03718
10,0.03504
11,0.02778
12,0.02714
13,0.02842
14,0.02415
15,0.1062
16,0.03098
17,0.02244
18,0.01923
19,0.00662
20,0.04081
21,0.01667
22,0.01453
23,0.01346
24,0.01197
25,0.01581
26,0.00897
27,0.00662
28,0.00748
29,0.00705
30,0.09338
