Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.07618,0.01415,0.01325,0.02017,0.04878,0.09003,0.06625,0.07528,0.04456,0.04968,0.02078,0.03041,0.24541,0.02108,0.00693,0.01837,0.01415,0.01415,0.04998,0.01204,0.05239,0.01596
