Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.06889,0.01372,0.01785,0.02163,0.04686,0.08179,0.06488,0.08208,0.03325,0.02453,0.02494,0.05523,0.26526,0.02273,0.00657,0.01604,0.01488,0.01575,0.04354,0.01186,0.04988,0.01785
