Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.05368,0.0196,0.0355,0.02971,0.03504,0.08318,0.05959,0.05775,0.02699,0.03106,0.03198,0.04671,0.25109,0.04075,0.0068,0.03114,0.01028,0.02791,0.03022,0.01704,0.06165,0.01234
