Level,Percent
1,0.05387
2,0.03087
3,0.03262
4,0.06337
5,0.0365
6,0.02737
7,0.07924
8,0.03712
9,0.03437
10,0.03512
11,0.02837
12,0.02837
13,0.0265
14,0.02312
15,0.08199
16,0.02937
17,0.02262
18,0.02662
19,0.0085
20,0.03937
21,0.02012
22,0.01812
23,0.01637
24,0.01475
25,0.01675
26,0.01362
27,0.01275
28,0.01325
29,0.011
30,0.11799
