Hour,Players,LFMs
0,229.40,10.16
1,186.40,8.87
2,157.36,8.21
3,141.17,7.98
4,138.55,7.83
5,144.42,7.90
6,153.38,8.28
7,171.62,9.18
8,187.35,9.51
9,214.05,10.36
10,251.98,11.92
11,290.01,13.58
12,321.28,14.32
13,348.84,14.58
14,378.63,15.45
15,401.71,15.99
16,402.67,15.92
17,392.07,15.60
18,392.10,15.22
19,408.55,15.00
20,410.16,14.87
21,388.52,14.35
22,343.58,13.46
23,285.76,12.04
