Hour,Players,LFMs
0,277.82,12.20
1,223.05,10.80
2,191.64,10.55
3,178.27,10.49
4,183.02,10.12
5,194.35,10.35
6,212.61,11.29
7,247.14,12.77
8,263.03,12.60
9,301.54,13.44
10,350.25,16.12
11,399.65,18.19
12,426.12,17.97
13,457.57,18.44
14,503.97,19.58
15,538.05,20.60
16,526.57,20.73
17,501.90,19.77
18,498.54,18.97
19,516.32,18.89
20,512.83,18.72
21,482.32,17.66
22,424.01,16.62
23,348.17,14.42
