Level,Percent
1,0.03583
2,0.03252
3,0.04065
4,0.05179
5,0.04005
6,0.0274
7,0.05119
8,0.02921
9,0.03041
10,0.03523
11,0.02921
12,0.03011
13,0.02379
14,0.02168
15,0.04788
16,0.0271
17,0.02288
18,0.03704
19,0.01114
20,0.03734
21,0.02499
22,0.02319
23,0.02048
24,0.01867
25,0.01807
26,0.02017
27,0.02138
28,0.02138
29,0.01656
30,0.15266
