Hour,Players,LFMs
0,207.03,8.28
1,161.03,7.19
2,127.10,5.79
3,106.48,5.17
4,99.64,5.00
5,100.12,5.21
6,104.00,5.24
7,116.56,5.48
8,137.61,6.58
9,146.60,6.75
10,170.12,7.50
11,203.48,8.85
12,244.05,10.38
13,276.98,11.19
14,303.17,11.61
15,318.61,12.22
16,325.20,12.39
17,319.39,12.11
18,313.44,12.26
19,322.87,12.60
20,338.60,12.39
21,342.84,11.43
22,313.44,10.88
23,261.06,9.58
