Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.06644,0.01207,0.01723,0.01858,0.04072,0.08558,0.06311,0.09066,0.0358,0.02572,0.02469,0.05319,0.27761,0.01826,0.00738,0.01699,0.01294,0.01572,0.04096,0.01238,0.04588,0.0181
