Level,Percent
1,0.04818
2,0.03498
3,0.02891
4,0.0339
5,0.03426
6,0.02605
7,0.04889
8,0.04211
9,0.03212
10,0.04283
11,0.03176
12,0.03533
13,0.03176
14,0.02605
15,0.04568
16,0.04104
17,0.03176
18,0.03569
19,0.01535
20,0.03355
21,0.01963
22,0.01499
23,0.0157
24,0.02391
25,0.01249
26,0.01856
27,0.0132
28,0.01677
29,0.01963
30,0.1449
