Level,Percent
1,0.045
2,0.04534
3,0.0424
4,0.02103
5,0.0329
6,0.01832
7,0.02239
8,0.02748
9,0.02476
10,0.03494
11,0.02024
12,0.02589
13,0.03189
14,0.04625
15,0.04647
16,0.06174
17,0.01979
18,0.00916
19,0.01911
20,0.01504
21,0.05122
22,0.02284
23,0.02171
24,0.03946
25,0.01232
26,0.01402
27,0.01368
28,0.00057
29,0.0052
30,0.20884
