Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.05241,0.01168,0.03191,0.0371,0.03581,0.08692,0.06357,0.0698,0.03425,0.04645,0.02776,0.03503,0.26129,0.03918,0.00519,0.0218,0.00701,0.02154,0.03529,0.01687,0.048,0.01116
