Alchemist,Artificer,Barbarian,Bard,Cleric,Druid,Favored Soul,Fighter,Monk,Paladin,Ranger,Rogue,Sorcerer,Warlock,Wizard
0.033940.063080.072330.052110.075760.032570.027430.067540.037710.097020.092220.106960.071990.074050.09256
