Level,Percent
1,0.06205
2,0.02719
3,0.029
4,0.05349
5,0.03591
6,0.02479
7,0.07347
8,0.03996
9,0.0305
10,0.04357
11,0.0341
12,0.03365
13,0.03065
14,0.02434
15,0.07963
16,0.03546
17,0.02825
18,0.0302
19,0.01112
20,0.03636
21,0.02178
22,0.01547
23,0.01487
24,0.01758
25,0.01112
26,0.01322
27,0.01112
28,0.01112
29,0.01232
30,0.10772
