Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.07483,0.02041,0.04082,0.01361,0.06122,0.12925,0.04082,0.06803,0.03401,0.05442,0.01361,0.0068,0.20408,0.04082,0.0068,0.02721,0.0068,0.02721,0.05442,0.02721,0.04762,0
