Level,Percent
1,0.10573
2,0.06718
3,0.06938
4,0.06388
5,0.05396
6,0.03634
7,0.04846
8,0.03194
9,0.04185
10,0.03414
11,0.02533
12,0.01652
13,0.00991
14,0.01432
15,0.03524
16,0.02863
17,0.01652
18,0.01101
19,0.00771
20,0.04405
21,0.01872
22,0.01542
23,0.01211
24,0.00661
25,0.01542
26,0.03414
27,0.01652
28,0.02313
29,0.00991
30,0.0859
