Hour,Players,LFMs
0,49.00,0.91
1,42.08,0.75
2,35.50,0.60
3,33.07,0.47
4,31.93,0.59
5,31.93,0.53
6,33.43,0.66
7,34.43,0.74
8,37.37,0.87
9,38.86,0.97
10,43.58,1.05
11,50.39,1.13
12,59.36,1.37
13,67.82,1.72
14,75.35,2.07
15,79.31,2.22
16,82.19,1.99
17,78.21,1.88
18,71.73,1.55
19,69.53,1.44
20,70.15,1.50
21,69.56,1.30
22,64.85,1.28
23,56.55,1.12
