Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.04698,0.01369,0.02539,0.02333,0.03213,0.06517,0.06658,0.10045,0.02879,0.02988,0.02326,0.05823,0.28663,0.02712,0.00604,0.02686,0.01003,0.02391,0.03008,0.0133,0.04737,0.01478
