Level,Percent
1,0.118
2,0.05142
3,0.05372
4,0.0629
5,0.05096
6,0.03214
7,0.07254
8,0.03489
9,0.03444
10,0.03535
11,0.02158
12,0.01928
13,0.01148
14,0.0124
15,0.05923
16,0.0225
17,0.01469
18,0.00918
19,0.00918
20,0.05601
21,0.01148
22,0.01469
23,0.0101
24,0.00551
25,0.0202
26,0.0404
27,0.01699
28,0.0225
29,0.00872
30,0.06749
