Alchemist,Artificer,Barbarian,Bard,Cleric,Druid,Favored Soul,Fighter,Monk,Paladin,Ranger,Rogue,Sorcerer,Warlock,Wizard
0.016860.080940.047220.043840.094440.035410.020240.096120.023610.091060.121420.116360.053960.057340.09612
