Level,Percent
1,0.11608
2,0.08862
3,0.04173
4,0.0378
5,0.03299
6,0.02568
7,0.01944
8,0.01284
9,0.02122
10,0.04993
11,0.02033
12,0.01569
13,0.02086
14,0.02033
15,0.03424
16,0.04654
17,0.00927
18,0.01302
19,0.01641
20,0.00981
21,0.10735
22,0.01462
23,0.01444
24,0.0321
25,0.00909
26,0.00499
27,0.01587
28,0.00178
29,0.00053
30,0.1464
