Class,Percent
Alchemist,0
Artificer,0.09524
Barbarian,0.03401
Bard,0.05442
Cleric,0.10884
Druid,0.04762
Favored Soul,0.02721
Fighter,0.04762
Monk,0.02721
Paladin,0.10884
Ranger,0.06122
Rogue,0.10884
Sorcerer,0.05442
Warlock,0.13605
Wizard,0.08844
