Hour,Players,LFMs
0,98.12,4.25
1,79.42,3.83
2,65.52,3.30
3,58.05,3.13
4,52.48,2.88
5,52.94,2.87
6,60.10,3.12
7,69.23,3.23
8,76.42,3.74
9,92.76,4.27
10,109.19,4.89
11,122.97,5.52
12,129.72,5.67
13,138.16,5.73
14,145.66,6.15
15,150.68,6.37
16,150.44,6.26
17,147.98,6.30
18,149.80,6.51
19,156.92,6.75
20,161.99,6.65
21,156.68,6.50
22,141.17,5.94
23,119.65,5.06
