Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Shadar-kai,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.10978,0.02338,0.04547,0.01397,0.05846,0.04612,0.06885,0.02598,0.07145,0.038,0.01462,0.0354,0.22994,0.01851,0.02111,0.00942,0.05619,0.02014,0.0799,0.01332
