Level,Percent
1,0.15638
2,0.0482
3,0.04475
4,0.07819
5,0.03878
6,0.0303
7,0.0829
8,0.03423
9,0.02952
10,0.03156
11,0.02308
12,0.02418
13,0.019
14,0.01853
15,0.0862
16,0.02355
17,0.02214
18,0.01853
19,0.00848
20,0.03156
21,0.01444
22,0.00816
23,0.01083
24,0.00879
25,0.00816
26,0.00691
27,0.00628
28,0.00565
29,0.00565
30,0.07505
