Hour,Players,LFMs
0,236.02,9.71
1,184.50,8.11
2,146.06,6.99
3,121.75,6.13
4,114.49,5.83
5,117.82,5.78
6,129.58,6.21
7,144.45,6.79
8,159.65,7.14
9,185.56,7.70
10,221.76,8.86
11,259.24,10.38
12,289.99,11.49
13,317.32,11.74
14,346.54,12.28
15,367.10,12.93
16,368.87,13.14
17,364.48,13.12
18,375.63,13.26
19,401.44,13.47
20,417.33,13.53
21,403.32,12.93
22,357.56,12.24
23,296.89,11.09
