Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Halfling,Half Elf,Half Orc,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.05574,0.0124,0.02449,0.02041,0.02732,0.07851,0.06657,0.08353,0.02999,0.0559,0.02685,0.02952,0.29848,0.03187,0.00251,0.02151,0.00911,0.019,0.0336,0.01005,0.05103,0.01162
