Aasimar,Aasimar Scourge,Bladeforged,Deep Gnome,Dragonborn,Drow Elf,Dwarf,Elf,Gnome,Half Elf,Half Orc,Halfling,Human,Purple Dragon Knight,Razorclaw Shifter,Shadar-kai,Shifter,Sun Elf,Tiefling,Tiefling Scoundrel,Warforged,Wood Elf
0.08255,0.02543,0.04354,0.03553,0.03518,0.09544,0.05294,0.05051,0.03135,0.03727,0.03344,0.05051,0.18739,0.04528,0.00557,0.02647,0.01045,0.02682,0.03239,0.0202,0.05503,0.01672
